marker	cell_name	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	pct.diff
HIST1H4C	Proliferative cell	9.34204398037235e-138	0.840776454644397	0.781	0.468	1.68287580262427e-133	5	0.313
HIST1H4C	MKI67+ progenitor cell	0	1.44965653001152	0.921	0.456	0	4	0.465
HIST1H4C	MKI67+ progenitor cell	9.34204398037235e-138	0.840776454644397	0.781	0.468	1.68287580262427e-133	5	0.313
HLA-A	Astrocyte	0.0076807976624447	0.254933776435973	0.667	0.569	1	13	0.0980000000000001
HLA-A	Mitotic arrest phase fetal germ cell	0.0076807976624447	0.254933776435973	0.667	0.569	1	13	0.0980000000000001
HLA-A	Neutrophil	0.0076807976624447	0.254933776435973	0.667	0.569	1	13	0.0980000000000001
HLA-A	CD8+ T cell	0.0076807976624447	0.254933776435973	0.667	0.569	1	13	0.0980000000000001
HLA-A	Nucleated cell	0.0076807976624447	0.254933776435973	0.667	0.569	1	13	0.0980000000000001
HLA-A	Monocyte	0.0076807976624447	0.254933776435973	0.667	0.569	1	13	0.0980000000000001
HLA-A	Natural killer T (NKT) cell	0.0076807976624447	0.254933776435973	0.667	0.569	1	13	0.0980000000000001
HLA-B	CD8+ T cell	0.000910276172636011	0.282078082123211	0.848	0.777	1	13	0.071
HLA-B	CD8+ T cell	1.94074598547504e-102	0.545179740488788	0.919	0.771	3.49605981823474e-98	7	0.148
HLA-B	Neutrophil	0.000910276172636011	0.282078082123211	0.848	0.777	1	13	0.071
HLA-B	Neutrophil	1.94074598547504e-102	0.545179740488788	0.919	0.771	3.49605981823474e-98	7	0.148
HLA-B	Nucleated cell	0.000910276172636011	0.282078082123211	0.848	0.777	1	13	0.071
HLA-B	Nucleated cell	1.94074598547504e-102	0.545179740488788	0.919	0.771	3.49605981823474e-98	7	0.148
HLA-B	Meiotic prophase fetal germ cell	0.000910276172636011	0.282078082123211	0.848	0.777	1	13	0.071
HLA-B	Meiotic prophase fetal germ cell	1.94074598547504e-102	0.545179740488788	0.919	0.771	3.49605981823474e-98	7	0.148
HLA-C	Natural killer T (NKT) cell	1.78924579043975e-78	0.503869637565898	0.755	0.554	3.22314736689816e-74	7	0.201
HLA-C	Monocyte	1.78924579043975e-78	0.503869637565898	0.755	0.554	3.22314736689816e-74	7	0.201
HLA-C	Nucleated cell	1.78924579043975e-78	0.503869637565898	0.755	0.554	3.22314736689816e-74	7	0.201
HLA-C	CD8+ T cell	1.78924579043975e-78	0.503869637565898	0.755	0.554	3.22314736689816e-74	7	0.201
HLA-C	Neutrophil	1.78924579043975e-78	0.503869637565898	0.755	0.554	3.22314736689816e-74	7	0.201
HLA-DMA	B cell	1.73169796587524e-152	0.343423478011686	0.39	0.15	3.11948071572765e-148	3	0.24
HLA-DMA	Monocyte	1.73169796587524e-152	0.343423478011686	0.39	0.15	3.11948071572765e-148	3	0.24
HLA-DMA	Paneth cell	1.73169796587524e-152	0.343423478011686	0.39	0.15	3.11948071572765e-148	3	0.24
HLA-DMB	B cell	2.6231368917631e-218	0.322562745234146	0.311	0.077	4.72531879682206e-214	3	0.234
HLA-DMB	Paneth cell	2.6231368917631e-218	0.322562745234146	0.311	0.077	4.72531879682206e-214	3	0.234
HLA-DMB	Macrophage	2.6231368917631e-218	0.322562745234146	0.311	0.077	4.72531879682206e-214	3	0.234
HLA-DMB	Macrophage	2.6231368917631e-218	0.322562745234146	0.311	0.077	4.72531879682206e-214	3	0.234
HLA-DPA1	CD141+CLEC9A+ dendritic cell	0	1.03740327334654	0.698	0.286	0	3	0.412
HLA-DPA1	B cell	0	1.03740327334654	0.698	0.286	0	3	0.412
HLA-DPA1	Macrophage	0	1.03740327334654	0.698	0.286	0	3	0.412
HLA-DPA1	Paneth cell	0	1.03740327334654	0.698	0.286	0	3	0.412
HLA-DPB1	Dendritic cell	1.45721279900895e-24	0.320114820175069	0.503	0.274	2.62502313613473e-20	10	0.229
HLA-DPB1	Dendritic cell	0	0.948545088556388	0.64	0.246	0	3	0.394
HLA-DPB1	B cell	1.45721279900895e-24	0.320114820175069	0.503	0.274	2.62502313613473e-20	10	0.229
HLA-DPB1	B cell	0	0.948545088556388	0.64	0.246	0	3	0.394
HLA-DPB1	Natural regulatory T cell	1.45721279900895e-24	0.320114820175069	0.503	0.274	2.62502313613473e-20	10	0.229
HLA-DPB1	Natural regulatory T cell	0	0.948545088556388	0.64	0.246	0	3	0.394
HLA-DPB1	Antigen-presenting cell	1.45721279900895e-24	0.320114820175069	0.503	0.274	2.62502313613473e-20	10	0.229
HLA-DPB1	Antigen-presenting cell	0	0.948545088556388	0.64	0.246	0	3	0.394
HLA-DPB1	B cell	1.45721279900895e-24	0.320114820175069	0.503	0.274	2.62502313613473e-20	10	0.229
HLA-DPB1	B cell	0	0.948545088556388	0.64	0.246	0	3	0.394
HLA-DPB1	CD141+CLEC9A+ dendritic cell	1.45721279900895e-24	0.320114820175069	0.503	0.274	2.62502313613473e-20	10	0.229
HLA-DPB1	CD141+CLEC9A+ dendritic cell	0	0.948545088556388	0.64	0.246	0	3	0.394
HLA-DPB1	Paneth cell	1.45721279900895e-24	0.320114820175069	0.503	0.274	2.62502313613473e-20	10	0.229
HLA-DPB1	Paneth cell	0	0.948545088556388	0.64	0.246	0	3	0.394
HLA-DQA1	Paneth cell	0	0.536000563314116	0.379	0.061	0	3	0.318
HLA-DQA1	B cell	0	0.536000563314116	0.379	0.061	0	3	0.318
HLA-DQA1	Macrophage	0	0.536000563314116	0.379	0.061	0	3	0.318
HLA-DQA1	Macrophage	0	0.536000563314116	0.379	0.061	0	3	0.318
HLA-DQA1	B cell	0	0.536000563314116	0.379	0.061	0	3	0.318
HLA-DQA1	Conventional dendritic cell 2(cDC2)	0	0.536000563314116	0.379	0.061	0	3	0.318
HLA-DQB1	Conventional dendritic cell 2(cDC2)	0	0.571987728579602	0.397	0.077	0	3	0.32
HLA-DQB1	B cell	0	0.571987728579602	0.397	0.077	0	3	0.32
HLA-DQB1	Paneth cell	0	0.571987728579602	0.397	0.077	0	3	0.32
HLA-DQB1	B cell	0	0.571987728579602	0.397	0.077	0	3	0.32
HLA-DRA	Microglial cell	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	Microglial cell	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	Macrophage	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	Macrophage	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	Monocyte	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	Monocyte	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	Macrophage	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	Macrophage	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	Dendritic cell	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	Dendritic cell	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	CD8+ T cell	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	CD8+ T cell	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	B cell	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	B cell	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	Paneth cell	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	Paneth cell	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	CD8+ T cell	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	CD8+ T cell	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	Antigen-presenting cell	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	Antigen-presenting cell	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	Monocyte	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	Monocyte	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	B cell	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	B cell	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	B cell	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	B cell	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	Dendritic cell	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	Dendritic cell	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	Macrophage	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	Macrophage	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRA	Monocyte	0	1.2253646246986	0.876	0.549	0	3	0.327
HLA-DRA	Monocyte	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	0.304
HLA-DRB1	Secretory cell	0	0.916293505515717	0.711	0.327	0	3	0.384
HLA-DRB1	Paneth cell	0	0.916293505515717	0.711	0.327	0	3	0.384
HLA-DRB1	Macrophage	0	0.916293505515717	0.711	0.327	0	3	0.384
HLA-DRB1	Monocyte	0	0.916293505515717	0.711	0.327	0	3	0.384
HLA-DRB1	Dendritic cell	0	0.916293505515717	0.711	0.327	0	3	0.384
HLA-DRB1	Natural regulatory T cell	0	0.916293505515717	0.711	0.327	0	3	0.384
HLA-DRB1	B cell	0	0.916293505515717	0.711	0.327	0	3	0.384
HLA-DRB1	Dendritic cell	0	0.916293505515717	0.711	0.327	0	3	0.384
HLA-DRB1	Antigen-presenting cell	0	0.916293505515717	0.711	0.327	0	3	0.384
HLA-DRB5	Secretory cell	1.4784017873612e-297	0.580136857614906	0.499	0.156	2.66319297975246e-293	3	0.343
HLA-DRB5	Macrophage	1.4784017873612e-297	0.580136857614906	0.499	0.156	2.66319297975246e-293	3	0.343
HLA-DRB5	Granulosa cell	1.4784017873612e-297	0.580136857614906	0.499	0.156	2.66319297975246e-293	3	0.343
HLA-DRB5	Monocyte	1.4784017873612e-297	0.580136857614906	0.499	0.156	2.66319297975246e-293	3	0.343
HLA-DRB5	B cell	1.4784017873612e-297	0.580136857614906	0.499	0.156	2.66319297975246e-293	3	0.343
HLA-DRB5	B cell	1.4784017873612e-297	0.580136857614906	0.499	0.156	2.66319297975246e-293	3	0.343
HLA-DRB5	Macrophage	1.4784017873612e-297	0.580136857614906	0.499	0.156	2.66319297975246e-293	3	0.343
HLA-E	Natural killer T (NKT) cell	7.04965924883981e-112	0.613601740231552	0.821	0.587	1.269925617086e-107	7	0.234
HLA-E	Natural killer T (NKT) cell	1.79881614548214e-59	0.268782486190571	0.7	0.584	3.24038740447153e-55	2	0.116
HLA-E	Endothelial cell	7.04965924883981e-112	0.613601740231552	0.821	0.587	1.269925617086e-107	7	0.234
HLA-E	Endothelial cell	1.79881614548214e-59	0.268782486190571	0.7	0.584	3.24038740447153e-55	2	0.116
HLA-E	Astrocyte	7.04965924883981e-112	0.613601740231552	0.821	0.587	1.269925617086e-107	7	0.234
HLA-E	Astrocyte	1.79881614548214e-59	0.268782486190571	0.7	0.584	3.24038740447153e-55	2	0.116
HLA-E	CD56dim Natural killer cell	7.04965924883981e-112	0.613601740231552	0.821	0.587	1.269925617086e-107	7	0.234
HLA-E	CD56dim Natural killer cell	1.79881614548214e-59	0.268782486190571	0.7	0.584	3.24038740447153e-55	2	0.116
HLA-E	Monocyte	7.04965924883981e-112	0.613601740231552	0.821	0.587	1.269925617086e-107	7	0.234
HLA-E	Monocyte	1.79881614548214e-59	0.268782486190571	0.7	0.584	3.24038740447153e-55	2	0.116
HLA-E	CD1C-CD141- dendritic cell	7.04965924883981e-112	0.613601740231552	0.821	0.587	1.269925617086e-107	7	0.234
HLA-E	CD1C-CD141- dendritic cell	1.79881614548214e-59	0.268782486190571	0.7	0.584	3.24038740447153e-55	2	0.116
HLA-E	CD8+ T cell	7.04965924883981e-112	0.613601740231552	0.821	0.587	1.269925617086e-107	7	0.234
HLA-E	CD8+ T cell	1.79881614548214e-59	0.268782486190571	0.7	0.584	3.24038740447153e-55	2	0.116
HLA-F	Goblet cell	4.41550535075964e-89	0.392827406985969	0.407	0.159	7.95409133885842e-85	7	0.248
HMGB1	Natural killer T (NKT) cell	0	0.876085331866541	0.982	0.75	0	4	0.232
HMGB1	Natural killer T (NKT) cell	6.04542025117966e-235	0.736405382482904	0.943	0.754	1.0890220040475e-230	5	0.189
HMGB1	Endothelial cell	0	0.876085331866541	0.982	0.75	0	4	0.232
HMGB1	Endothelial cell	6.04542025117966e-235	0.736405382482904	0.943	0.754	1.0890220040475e-230	5	0.189
HMGB1	Retinoid acid signaling-responsive fetal germ cell	0	0.876085331866541	0.982	0.75	0	4	0.232
HMGB1	Retinoid acid signaling-responsive fetal germ cell	6.04542025117966e-235	0.736405382482904	0.943	0.754	1.0890220040475e-230	5	0.189
HMGB2	Neural stem cell	0	0.982916142518101	0.956	0.564	0	4	0.392
HMGB2	Neural stem cell	3.42212420678642e-106	0.538908382157715	0.839	0.575	6.16461454610506e-102	5	0.264
HMGB2	Neural stem cell	1.41779708916764e-307	0.470130155647158	0.781	0.523	2.55401967642658e-303	0	0.258
HMGB2	Natural killer T (NKT) cell	0	0.982916142518101	0.956	0.564	0	4	0.392
HMGB2	Natural killer T (NKT) cell	3.42212420678642e-106	0.538908382157715	0.839	0.575	6.16461454610506e-102	5	0.264
HMGB2	Natural killer T (NKT) cell	1.41779708916764e-307	0.470130155647158	0.781	0.523	2.55401967642658e-303	0	0.258
HMGB2	Alpha cell (¦Á cell)	0	0.982916142518101	0.956	0.564	0	4	0.392
HMGB2	Alpha cell (¦Á cell)	3.42212420678642e-106	0.538908382157715	0.839	0.575	6.16461454610506e-102	5	0.264
HMGB2	Alpha cell (¦Á cell)	1.41779708916764e-307	0.470130155647158	0.781	0.523	2.55401967642658e-303	0	0.258
HMGB2	Loop progenitor cell	0	0.982916142518101	0.956	0.564	0	4	0.392
HMGB2	Loop progenitor cell	3.42212420678642e-106	0.538908382157715	0.839	0.575	6.16461454610506e-102	5	0.264
HMGB2	Loop progenitor cell	1.41779708916764e-307	0.470130155647158	0.781	0.523	2.55401967642658e-303	0	0.258
HMGB2	Proliferative cell	0	0.982916142518101	0.956	0.564	0	4	0.392
HMGB2	Proliferative cell	3.42212420678642e-106	0.538908382157715	0.839	0.575	6.16461454610506e-102	5	0.264
HMGB2	Proliferative cell	1.41779708916764e-307	0.470130155647158	0.781	0.523	2.55401967642658e-303	0	0.258
HMGB2	Interneuron	0	0.982916142518101	0.956	0.564	0	4	0.392
HMGB2	Interneuron	3.42212420678642e-106	0.538908382157715	0.839	0.575	6.16461454610506e-102	5	0.264
HMGB2	Interneuron	1.41779708916764e-307	0.470130155647158	0.781	0.523	2.55401967642658e-303	0	0.258
HMGB2	Neuron	0	0.982916142518101	0.956	0.564	0	4	0.392
HMGB2	Neuron	3.42212420678642e-106	0.538908382157715	0.839	0.575	6.16461454610506e-102	5	0.264
HMGB2	Neuron	1.41779708916764e-307	0.470130155647158	0.781	0.523	2.55401967642658e-303	0	0.258
HMGB2	Germinal Centre (GC)-like cell	0	0.982916142518101	0.956	0.564	0	4	0.392
HMGB2	Germinal Centre (GC)-like cell	3.42212420678642e-106	0.538908382157715	0.839	0.575	6.16461454610506e-102	5	0.264
HMGB2	Germinal Centre (GC)-like cell	1.41779708916764e-307	0.470130155647158	0.781	0.523	2.55401967642658e-303	0	0.258
HMGN1	Mitotic fetal germ cell	5.83363199737988e-10	0.276161241758413	0.658	0.443	1.05087046800801e-05	12	0.215
HMGN2	Endothelial cell	0	0.85922871713678	0.933	0.528	0	4	0.405
HMGN2	Retinoid acid signaling-responsive fetal germ cell	0	0.85922871713678	0.933	0.528	0	4	0.405
HMGN2	Natural killer T (NKT) cell	0	0.85922871713678	0.933	0.528	0	4	0.405
HMGN2	Granulosa cell	0	0.85922871713678	0.933	0.528	0	4	0.405
HNRNPA2B1	Natural killer T (NKT) cell	4.7254237133989e-104	0.368666425636942	0.895	0.704	8.51237827731678e-100	4	0.191
HSP90AA1	Ciliated cell	1.97398433080917e-171	0.691842700056046	0.908	0.704	3.55593537351964e-167	5	0.204
HSP90AA1	Ciliated cell	1.65633359138636e-76	0.369414179412327	0.878	0.704	2.98371933152338e-72	4	0.174
HSP90AA1	Astrocyte	1.97398433080917e-171	0.691842700056046	0.908	0.704	3.55593537351964e-167	5	0.204
HSP90AA1	Astrocyte	1.65633359138636e-76	0.369414179412327	0.878	0.704	2.98371933152338e-72	4	0.174
HSP90AB1	Natural killer T (NKT) cell	3.11494626305868e-59	0.445935104159016	0.941	0.692	5.61126419827391e-55	9	0.249
HSP90AB1	Natural killer T (NKT) cell	3.17620344266907e-107	0.433331568700586	0.846	0.689	5.72161288162407e-103	5	0.157
HSP90AB1	Natural killer T (NKT) cell	0	0.407318382626723	0.871	0.638	0	1	0.233
HSP90AB1	B cell	3.11494626305868e-59	0.445935104159016	0.941	0.692	5.61126419827391e-55	9	0.249
HSP90AB1	B cell	3.17620344266907e-107	0.433331568700586	0.846	0.689	5.72161288162407e-103	5	0.157
HSP90AB1	B cell	0	0.407318382626723	0.871	0.638	0	1	0.233
HSP90B1	Natural killer T (NKT) cell	1.10085323282071e-43	0.363456998274501	0.736	0.579	1.98307701360322e-39	6	0.157
HSP90B1	Natural killer T (NKT) cell	3.07950075096262e-10	0.296291588145656	0.795	0.585	5.54741265278406e-06	12	0.21
HSP90B1	Natural killer T (NKT) cell	2.88973576914925e-61	1.25438656368952	0.719	0.582	5.20557001454545e-57	8	0.137
HSP90B1	Plasmacytoid dendritic cell	1.10085323282071e-43	0.363456998274501	0.736	0.579	1.98307701360322e-39	6	0.157
HSP90B1	Plasmacytoid dendritic cell	3.07950075096262e-10	0.296291588145656	0.795	0.585	5.54741265278406e-06	12	0.21
HSP90B1	Plasmacytoid dendritic cell	2.88973576914925e-61	1.25438656368952	0.719	0.582	5.20557001454545e-57	8	0.137
HSPA5	Natural killer T (NKT) cell	1.74969820223019e-218	0.688385495324394	0.633	0.433	3.15190634149747e-214	0	0.2
HSPA5	Natural killer T (NKT) cell	1.98962922487646e-08	0.597465015726997	0.623	0.483	0.000358411808569246	11	0.14
HSPA5	Natural killer T (NKT) cell	6.31459937965087e-08	0.270623129023371	0.712	0.482	0.00113751193225031	12	0.23
HSPA5	Dendritic cell	1.74969820223019e-218	0.688385495324394	0.633	0.433	3.15190634149747e-214	0	0.2
HSPA5	Dendritic cell	1.98962922487646e-08	0.597465015726997	0.623	0.483	0.000358411808569246	11	0.14
HSPA5	Dendritic cell	6.31459937965087e-08	0.270623129023371	0.712	0.482	0.00113751193225031	12	0.23
HSPD1	Beta cell(¦Â cell)	1.87597722012774e-226	0.720201181456087	0.792	0.443	3.37938536433811e-222	5	0.349
HSPD1	Natural killer T (NKT) cell	1.87597722012774e-226	0.720201181456087	0.792	0.443	3.37938536433811e-222	5	0.349
HSPE1	Natural killer T (NKT) cell	5.13285532418074e-160	0.439235148719872	0.57	0.234	9.24632558097918e-156	5	0.336
ID2	Conventional dendritic cell	1.23001370009604e-51	0.426986239500363	0.455	0.252	2.21574667935302e-47	7	0.203
ID2	Natural killer cell	1.23001370009604e-51	0.426986239500363	0.455	0.252	2.21574667935302e-47	7	0.203
ID2	Meiotic prophase fetal germ cell	1.23001370009604e-51	0.426986239500363	0.455	0.252	2.21574667935302e-47	7	0.203
ID2	Neural stem cell	1.23001370009604e-51	0.426986239500363	0.455	0.252	2.21574667935302e-47	7	0.203
ID2	Mitotic arrest phase fetal germ cell	1.23001370009604e-51	0.426986239500363	0.455	0.252	2.21574667935302e-47	7	0.203
ID2	Oogenesis phase fetal germ cell	1.23001370009604e-51	0.426986239500363	0.455	0.252	2.21574667935302e-47	7	0.203
ID2	CD141+CLEC9A+ dendritic cell	1.23001370009604e-51	0.426986239500363	0.455	0.252	2.21574667935302e-47	7	0.203
ID2	Neuroendocrine cell	1.23001370009604e-51	0.426986239500363	0.455	0.252	2.21574667935302e-47	7	0.203
IER2	Astrocyte	7.45947765665482e-05	0.316712882563239	0.409	0.223	1	13	0.186
IER2	Astrocyte	7.41633387460486e-09	0.299930599739274	0.383	0.222	0.000133597838417132	11	0.161
IER2	Microglial cell	7.45947765665482e-05	0.316712882563239	0.409	0.223	1	13	0.186
IER2	Microglial cell	7.41633387460486e-09	0.299930599739274	0.383	0.222	0.000133597838417132	11	0.161
IER2	Monocyte	7.45947765665482e-05	0.316712882563239	0.409	0.223	1	13	0.186
IER2	Monocyte	7.41633387460486e-09	0.299930599739274	0.383	0.222	0.000133597838417132	11	0.161
IFI30	Enterocyte progenitor cell	0	0.546542851420608	0.473	0.085	0	0	0.388
IFI30	Enterocyte progenitor cell	2.40587896990085e-187	0.416639980992957	0.448	0.161	4.3339503763794e-183	3	0.287
IFI30	Liver bud hepatic cell	0	0.546542851420608	0.473	0.085	0	0	0.388
IFI30	Liver bud hepatic cell	2.40587896990085e-187	0.416639980992957	0.448	0.161	4.3339503763794e-183	3	0.287
IFI30	CD1C-CD141- dendritic cell	0	0.546542851420608	0.473	0.085	0	0	0.388
IFI30	CD1C-CD141- dendritic cell	2.40587896990085e-187	0.416639980992957	0.448	0.161	4.3339503763794e-183	3	0.287
IFI30	Paneth cell	0	0.546542851420608	0.473	0.085	0	0	0.388
IFI30	Paneth cell	2.40587896990085e-187	0.416639980992957	0.448	0.161	4.3339503763794e-183	3	0.287
IFI30	Monocyte	0	0.546542851420608	0.473	0.085	0	0	0.388
IFI30	Monocyte	2.40587896990085e-187	0.416639980992957	0.448	0.161	4.3339503763794e-183	3	0.287
IFITM1	Neutrophil	0	0.793886804973573	0.558	0.102	0	7	0.456
IFITM1	Neutrophil	0	0.484962050092813	0.388	0.087	0	2	0.301
IFITM1	Cancer cell	0	0.793886804973573	0.558	0.102	0	7	0.456
IFITM1	Cancer cell	0	0.484962050092813	0.388	0.087	0	2	0.301
IFITM1	Monocyte	0	0.793886804973573	0.558	0.102	0	7	0.456
IFITM1	Monocyte	0	0.484962050092813	0.388	0.087	0	2	0.301
IFITM1	Endothelial cell	0	0.793886804973573	0.558	0.102	0	7	0.456
IFITM1	Endothelial cell	0	0.484962050092813	0.388	0.087	0	2	0.301
IFITM1	Memory B cell precursor	0	0.793886804973573	0.558	0.102	0	7	0.456
IFITM1	Memory B cell precursor	0	0.484962050092813	0.388	0.087	0	2	0.301
IFITM1	T cell	0	0.793886804973573	0.558	0.102	0	7	0.456
IFITM1	T cell	0	0.484962050092813	0.388	0.087	0	2	0.301
IFITM1	Primordial germ cell	0	0.793886804973573	0.558	0.102	0	7	0.456
IFITM1	Primordial germ cell	0	0.484962050092813	0.388	0.087	0	2	0.301
IGLL1	B cell	4.10797657267776e-149	0.378618710227561	0.3	0.083	7.40010899802172e-145	4	0.217
IGLL1	B cell	2.40269535276634e-140	0.31986461859412	0.325	0.085	4.32821540847328e-136	6	0.24
IGLL5	B cell	3.04738446206176e-113	0.25091904179983	0.259	0.032	5.48955836995806e-109	10	0.227
IGLL5	B cell	0	2.90975375378162	0.305	0.027	0	8	0.278
IGLL5	Plasma cell	3.04738446206176e-113	0.25091904179983	0.259	0.032	5.48955836995806e-109	10	0.227
IGLL5	Plasma cell	0	2.90975375378162	0.305	0.027	0	8	0.278
IGSF6	Neutrophil	3.63665962985102e-177	0.330209756406574	0.331	0.1	6.55107865721363e-173	3	0.231
IGSF6	Paneth cell	3.63665962985102e-177	0.330209756406574	0.331	0.1	6.55107865721363e-173	3	0.231
IKZF3	CD8+ T cell	0	0.522864455823154	0.371	0.04	0	7	0.331
IKZF3	CD8+ T cell	1.12871844065603e-103	0.43020760948011	0.312	0.049	2.03327339899777e-99	10	0.263
IKZF3	B cell	0	0.522864455823154	0.371	0.04	0	7	0.331
IKZF3	B cell	1.12871844065603e-103	0.43020760948011	0.312	0.049	2.03327339899777e-99	10	0.263
IKZF3	Natural killer T (NKT) cell	0	0.522864455823154	0.371	0.04	0	7	0.331
IKZF3	Natural killer T (NKT) cell	1.12871844065603e-103	0.43020760948011	0.312	0.049	2.03327339899777e-99	10	0.263
IKZF3	B cell	0	0.522864455823154	0.371	0.04	0	7	0.331
IKZF3	B cell	1.12871844065603e-103	0.43020760948011	0.312	0.049	2.03327339899777e-99	10	0.263
IL13RA1	CD1C+_B dendritic cell	3.36636952594279e-211	0.33469775585757	0.327	0.087	6.06417806403333e-207	3	0.24
IL13RA1	Microglial cell	3.36636952594279e-211	0.33469775585757	0.327	0.087	6.06417806403333e-207	3	0.24
IL32	Sertoli cell	0	0.76021800008676	0.515	0.042	0	7	0.473
IL32	Sertoli cell	0	0.394659362992507	0.29	0.032	0	2	0.258
IL32	Natural killer cell	0	0.76021800008676	0.515	0.042	0	7	0.473
IL32	Natural killer cell	0	0.394659362992507	0.29	0.032	0	2	0.258
IL32	Regulatory T (Treg) cell	0	0.76021800008676	0.515	0.042	0	7	0.473
IL32	Regulatory T (Treg) cell	0	0.394659362992507	0.29	0.032	0	2	0.258
IL32	Lymphocyte	0	0.76021800008676	0.515	0.042	0	7	0.473
IL32	Lymphocyte	0	0.394659362992507	0.29	0.032	0	2	0.258
IL32	Enterocyte progenitor cell	0	0.76021800008676	0.515	0.042	0	7	0.473
IL32	Enterocyte progenitor cell	0	0.394659362992507	0.29	0.032	0	2	0.258
IL32	T helper cell	0	0.76021800008676	0.515	0.042	0	7	0.473
IL32	T helper cell	0	0.394659362992507	0.29	0.032	0	2	0.258
IL32	Acinar cell	0	0.76021800008676	0.515	0.042	0	7	0.473
IL32	Acinar cell	0	0.394659362992507	0.29	0.032	0	2	0.258
IL32	Monocyte	0	0.76021800008676	0.515	0.042	0	7	0.473
IL32	Monocyte	0	0.394659362992507	0.29	0.032	0	2	0.258
IL7R	CD4+ T cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	CD4+ T cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	Natural killer T(NKT) cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	Naive CD8+ T cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	Mural cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	Effector memory T cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	Regulatory T(Treg) cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	CD4+ T cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	Memory T(Tm) cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	Lymphoid cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	Natural killer T (NKT) cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	T cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	CD4+ T cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	CD8+ T cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	T cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	B cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	T cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	CD4+ T cell	0	1.13480348305931	0.496	0.027	0	2	0.469
IL7R	Memory CD8+ T cell	0	1.13480348305931	0.496	0.027	0	2	0.469
