marker	cell_name	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	pct.diff
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	M2 macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	M1 macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Dendritic cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Monocyte-derived macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Monocyte	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	B cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Circulating fetal cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Myeloid cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Monocyte	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Myeloid derived suppressor cell (MDSC)	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	M0 macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Pan-macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Immune cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Paneth cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Monocyte	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Pan-macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Kupffer cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Tissue-resident macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Monocyte	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Lymphoid cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	M2 macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Microglial cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Natural killer cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Myeloid cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Megakaryocyte erythroid cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Monocyte	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Microglial cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Microglial cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Specialist antigen presenting cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Activated macrophage	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	T cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD68	Microglial cell	0	0.449073549328115	0.447	0.083	0	0	0.364
CD69	Megakaryocyte erythroid cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Megakaryocyte erythroid cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Megakaryocyte erythroid cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Natural killer cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Natural killer cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Natural killer cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	B cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	B cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	B cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Eosinophil	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Eosinophil	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Eosinophil	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Natural killer cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Natural killer cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Natural killer cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Natural killer cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Natural killer cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Natural killer cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Pan-macrophage	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Pan-macrophage	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Pan-macrophage	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Follicular B cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Follicular B cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Follicular B cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Natural killer cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Natural killer cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Natural killer cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Myeloid cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Myeloid cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Myeloid cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Memory CD8+ T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Memory CD8+ T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Memory CD8+ T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Natural killer cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Natural killer cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Natural killer cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Tissue resident memory T(TRM) cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Tissue resident memory T(TRM) cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Tissue resident memory T(TRM) cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Central memory CD4+ T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Central memory CD4+ T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Central memory CD4+ T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	B cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	B cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	B cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Tissue resident memory T(TRM) cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Tissue resident memory T(TRM) cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Tissue resident memory T(TRM) cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Lymphoid cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Lymphoid cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Lymphoid cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Natural killer T (NKT) cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Natural killer T (NKT) cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Natural killer T (NKT) cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Leukocyte	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Leukocyte	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Leukocyte	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	CD4+ T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	CD4+ T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	CD4+ T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Tissue-resident cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Tissue-resident cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Tissue-resident cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Natural killer cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Natural killer cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Natural killer cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Eosinophil	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Eosinophil	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Eosinophil	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Basophil	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Basophil	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Basophil	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Tissue resident memory T(TRM) cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Tissue resident memory T(TRM) cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Tissue resident memory T(TRM) cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Memory CD8+ T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Memory CD8+ T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Memory CD8+ T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Mast cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Mast cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Mast cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Tissue resident memory T(TRM) cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Tissue resident memory T(TRM) cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Tissue resident memory T(TRM) cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	CD4+ T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	CD4+ T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	CD4+ T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Activated CD4+ T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Activated CD4+ T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Activated CD4+ T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Activated T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Activated T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Activated T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Activated T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Activated T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Activated T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Tissue resident memory T(TRM) cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Tissue resident memory T(TRM) cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Tissue resident memory T(TRM) cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Leukocyte	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Leukocyte	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Leukocyte	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	CD8+ T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	CD8+ T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	CD8+ T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Memory CD4+ T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Memory CD4+ T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Memory CD4+ T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Effector T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Effector T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Effector T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	CD8+ T cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	CD8+ T cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	CD8+ T cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	B cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	B cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	B cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD69	Activated B cell	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	0.215
CD69	Activated B cell	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	0.27
CD69	Activated B cell	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	0.276
CD74	B cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	B cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Macrophage	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Macrophage	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Macrophage	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Macrophage	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Macrophage	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Macrophage	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Paneth cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Paneth cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Myeloid cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Myeloid cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	B cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	B cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Immune oligodendroglial cell(imOLG)	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Immune oligodendroglial cell(imOLG)	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	B cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	B cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Blood cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Blood cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Macrophage	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Macrophage	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Natural regulatory T cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Natural regulatory T cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Microglial cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Microglial cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Macrophage	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Macrophage	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Microglial cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Microglial cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Microglial cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Microglial cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Microglial cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Microglial cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Mesenchymal stem cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Mesenchymal stem cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Myeloid cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Myeloid cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Microglial cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Microglial cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Macrophage	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Macrophage	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Monocyte	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Monocyte	0	1.12399449165626	0.835	0.525	0	3	0.31
CD74	Natural killer T (NKT) cell	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	0.35
CD74	Natural killer T (NKT) cell	0	1.12399449165626	0.835	0.525	0	3	0.31
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	Lymphocyte	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	Plasma cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	Plasma cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B-2 cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	CD4+ T cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	Naive B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
CD79A	B cell	0	0.383624705799858	0.306	0.01	0	10	0.296
